"nrounds","eta","max_depth","colsample_bytree","min_child_weight","rmse_xgb_train","rmse_xgb_test"
1500,0.008,5,0.75,20,0.0726069692474007,0.129591672345291
800,0.01,5,0.75,20,0.0883734888097552,0.133578620917886
1000,0.01,5,0.75,20,0.079002837006959,0.131524803325584
1200,0.01,5,0.75,20,0.0728374428035067,0.130940602990997
1500,0.01,5,0.75,20,0.0651996739009035,0.12932069292196
800,0.001,6,0.75,20,5.42101069933963,5.40051910581917
1000,0.001,6,0.75,20,4.44253091851833,4.42341341640915
1200,0.001,6,0.75,20,3.64147555147957,3.62313847473778
1500,0.001,6,0.75,20,2.70398625966723,2.68662273899128
800,0.005,6,0.75,20,0.256259392534759,0.260965790210126
1000,0.005,6,0.75,20,0.13599605245429,0.157934375167002
1200,0.005,6,0.75,20,0.101387394995099,0.137716874194783
1500,0.005,6,0.75,20,0.0856239674177402,0.132073042222994
800,0.008,6,0.75,20,0.0954957668631951,0.135733840621472
1000,0.008,6,0.75,20,0.0834724328438494,0.131227767965243
1200,0.008,6,0.75,20,0.0755832788447731,0.131721569515161
1500,0.008,6,0.75,20,0.0673430246492367,0.129298063149178
800,0.01,6,0.75,20,0.0825328932569261,0.131542166393299
1000,0.01,6,0.75,20,0.0733766209671494,0.131532916344426
1200,0.01,6,0.75,20,0.0670485994924213,0.12989991184788
1500,0.01,6,0.75,20,0.0592488735681453,0.128132657198191
800,0.001,8,0.75,20,5.42105085411458,5.40038499110093
1000,0.001,8,0.75,20,4.44249546913384,4.42351941869747
1200,0.001,8,0.75,20,3.64147763605759,3.62311885929937
1500,0.001,8,0.75,20,2.70397949295092,2.68662632992259
800,0.005,8,0.75,20,0.256073616557293,0.261180812589478
1000,0.005,8,0.75,20,0.133825869131589,0.157849263376234
1200,0.005,8,0.75,20,0.0972983097586051,0.136732954207542
1500,0.005,8,0.75,20,0.0793399265057365,0.1314917671829
800,0.008,8,0.75,20,0.0903979542434178,0.133906004278261
1000,0.008,8,0.75,20,0.0756137054632067,0.131288391568255
1200,0.008,8,0.75,20,0.0672680391209423,0.130311783354662
1500,0.008,8,0.75,20,0.0588061083194854,0.129227985898432
800,0.01,8,0.75,20,0.075757365699005,0.130737963855701
1000,0.01,8,0.75,20,0.0656410506402041,0.129800432758119
1200,0.01,8,0.75,20,0.0589313550012638,0.129319503669194
1500,0.01,8,0.75,20,0.0496354008537787,0.128330491759289
800,0.001,5,0.9,20,5.42098697440558,5.4006443426084
1000,0.001,5,0.9,20,4.44247327396953,4.42359936476302
1200,0.001,5,0.9,20,3.6413957700017,3.62324931521827
1500,0.001,5,0.9,20,2.70387827582029,2.68670191271678
800,0.005,5,0.9,20,0.256525104698069,0.26152802423724
1000,0.005,5,0.9,20,0.137507173106349,0.158944537040104
1200,0.005,5,0.9,20,0.104025822531426,0.13833777467342
1500,0.005,5,0.9,20,0.0902164861815788,0.134053373135645
800,0.008,5,0.9,20,0.0983008919839356,0.136818948783733
1000,0.008,5,0.9,20,0.0873008164221181,0.133224090788874
1200,0.008,5,0.9,20,0.0803350767162889,0.132326972898408
1500,0.008,5,0.9,20,0.071726637306541,0.131302029287747
800,0.01,5,0.9,20,0.0871295249473468,0.132714171648308
1000,0.01,5,0.9,20,0.0786490285786089,0.132395237569708
1200,0.01,5,0.9,20,0.0713117884372955,0.13085477257516
1500,0.01,5,0.9,20,0.0640612286636872,0.12964432987838
800,0.001,6,0.9,20,5.4209974416234,5.40058889763153
1000,0.001,6,0.9,20,4.44245419425894,4.42363321545386
1200,0.001,6,0.9,20,3.64140295380289,3.62324425937195
1500,0.001,6,0.9,20,2.70389824625781,2.68677889436457
800,0.005,6,0.9,20,0.255939873573969,0.261140928770673
1000,0.005,6,0.9,20,0.135549251433865,0.15862498515536
1200,0.005,6,0.9,20,0.100927137625832,0.13842712759965
1500,0.005,6,0.9,20,0.0851319700866615,0.133224765558707
800,0.008,6,0.9,20,0.0948014420523469,0.136412625991439
1000,0.008,6,0.9,20,0.081774401942712,0.132503774021892
1200,0.008,6,0.9,20,0.0745928988853291,0.132279103877454
1500,0.008,6,0.9,20,0.0659497089148231,0.130428928383248
800,0.01,6,0.9,20,0.0819304827770597,0.132845543620906
1000,0.01,6,0.9,20,0.0733054174501194,0.131759200880132
1200,0.01,6,0.9,20,0.0659720502602251,0.129850948386639
1500,0.01,6,0.9,20,0.0580430875705369,0.128823337867907
800,0.001,8,0.9,20,5.42099247797585,5.40060217676766
1000,0.001,8,0.9,20,4.44246844091739,4.42358962720259
1200,0.001,8,0.9,20,3.64139228676667,3.62325973632866
1500,0.001,8,0.9,20,2.70390267873811,2.68664321538885
800,0.005,8,0.9,20,0.255574613802828,0.260778583865474
1000,0.005,8,0.9,20,0.13298286972908,0.15783395830904
1200,0.005,8,0.9,20,0.0958599982385608,0.136474949976354
1500,0.005,8,0.9,20,0.0782513226812915,0.131923935170449
800,0.008,8,0.9,20,0.0892475571590209,0.134827361289606
1000,0.008,8,0.9,20,0.0752051672396769,0.131639722891386
1200,0.008,8,0.9,20,0.0664613071559818,0.131012755838518
1500,0.008,8,0.9,20,0.0569089379898427,0.129816981665922
800,0.01,8,0.9,20,0.0750959615355402,0.132119558115111
1000,0.01,8,0.9,20,0.0648267751378693,0.130863442891212
1200,0.01,8,0.9,20,0.0573519242809974,0.13018660314026
1500,0.01,8,0.9,20,0.0489057101729145,0.129593179525354
800,0.001,5,1,20,5.42097010742784,5.4007178921146
1000,0.001,5,1,20,4.4424294141309,4.42371798070688
1200,0.001,5,1,20,3.64136652154236,3.62331039961804
1500,0.001,5,1,20,2.70383786391974,2.68669915360277
800,0.005,5,1,20,0.256146561676236,0.261744675681323
1000,0.005,5,1,20,0.136947253340379,0.159574189745692
1200,0.005,5,1,20,0.103664906270551,0.138745029490417
1500,0.005,5,1,20,0.0893212264126347,0.134024825448315
800,0.008,5,1,20,0.0979382994363924,0.136516363235736
1000,0.008,5,1,20,0.0867335794936425,0.133621015744995
1200,0.008,5,1,20,0.0797623942033556,0.132978041107237
1500,0.008,5,1,20,0.0710190278657644,0.1314964908596
800,0.01,5,1,20,0.0866301260620854,0.13373851330765
1000,0.01,5,1,20,0.0781407425111005,0.13277066168543
1200,0.01,5,1,20,0.071006545247653,0.131249737441483
1500,0.01,5,1,20,0.062704885310452,0.129631316292569
800,0.001,6,1,20,5.42097010742784,5.4007178921146
1000,0.001,6,1,20,4.4424294141309,4.42371798070688
1200,0.001,6,1,20,3.64136652154236,3.62331039961804
1500,0.001,6,1,20,2.70383786391974,2.68669915360277
800,0.005,6,1,20,0.255665086014303,0.261306283442539
1000,0.005,6,1,20,0.135122399640037,0.158895590366817
1200,0.005,6,1,20,0.100299164304435,0.138151204137053
1500,0.005,6,1,20,0.0845972110534347,0.133308279244456
800,0.008,6,1,20,0.0942543949320497,0.136061700171242
1000,0.008,6,1,20,0.0819344561200726,0.133091660871727
1200,0.008,6,1,20,0.0740687081240169,0.132151537767471
1500,0.008,6,1,20,0.0652527579051922,0.130964063178646
800,0.01,6,1,20,0.0820792953831617,0.132913598689606
1000,0.01,6,1,20,0.0725965289122231,0.131916954836407
1200,0.01,6,1,20,0.0652602750225094,0.130983012653034
1500,0.01,6,1,20,0.0574268646479228,0.129710249236304
800,0.001,8,1,20,5.42097010742784,5.4007178921146
1000,0.001,8,1,20,4.4424294141309,4.42371798070688
1200,0.001,8,1,20,3.64136652154236,3.62331039961804
1500,0.001,8,1,20,2.70383786391974,2.68669915360277
800,0.005,8,1,20,0.255242781968753,0.26127943975546
1000,0.005,8,1,20,0.132579911405909,0.158252204052914
1200,0.005,8,1,20,0.0951820517724942,0.137126247507734
1500,0.005,8,1,20,0.0777866682310211,0.132177858849375
800,0.008,8,1,20,0.0886908836171701,0.135056905121596
1000,0.008,8,1,20,0.0743892729987722,0.131917829107136
1200,0.008,8,1,20,0.065686746747854,0.131126659920761
1500,0.008,8,1,20,0.0565302155226794,0.130612292238142
800,0.01,8,1,20,0.074557426151617,0.131996040897948
1000,0.01,8,1,20,0.0641506907023704,0.130805860572842
1200,0.01,8,1,20,0.0568184911868985,0.130211269763268
1500,0.01,8,1,20,0.0485262359208723,0.129504925595159
800,0.001,5,0.5,50,5.42113198604321,5.39998838088886
1000,0.001,5,0.5,50,4.44269618780637,4.4226836016251
1200,0.001,5,0.5,50,3.64163722070798,3.62227812446206
1500,0.001,5,0.5,50,2.70416747545714,2.68605313564469
800,0.005,5,0.5,50,0.263094153261732,0.261230771328827
1000,0.005,5,0.5,50,0.15110925310225,0.16043390353998
1200,0.005,5,0.5,50,0.122203992924226,0.139458156759895
1500,0.005,5,0.5,50,0.110395524124105,0.134903278244088
800,0.008,5,0.5,50,0.117453931461404,0.137339960269828
1000,0.008,5,0.5,50,0.10789590592589,0.134849366500386
1200,0.008,5,0.5,50,0.101358775303533,0.132902866317028
1500,0.008,5,0.5,50,0.0933245145227984,0.130711228847976
800,0.01,5,0.5,50,0.107911077018464,0.135059884725622
1000,0.01,5,0.5,50,0.0998193729495897,0.132590031540486
1200,0.01,5,0.5,50,0.0936560762328569,0.13115881402209
1500,0.01,5,0.5,50,0.0863532023575502,0.130578799884778
800,0.001,6,0.5,50,5.42114046350356,5.40005076058039
1000,0.001,6,0.5,50,4.44264303510812,4.42308687792594
1200,0.001,6,0.5,50,3.64165791808482,3.6222841374189
1500,0.001,6,0.5,50,2.7041541498149,2.68597467121329
800,0.005,6,0.5,50,0.262903057265445,0.261449882351421
1000,0.005,6,0.5,50,0.150300463643067,0.159755657687132
1200,0.005,6,0.5,50,0.120523147094233,0.138704331994602
1500,0.005,6,0.5,50,0.107945972418375,0.134620446963333
800,0.008,6,0.5,50,0.116110061693901,0.137030377953948
1000,0.008,6,0.5,50,0.104940223789972,0.133423068457044
1200,0.008,6,0.5,50,0.0981057616258907,0.13180101234408
1500,0.008,6,0.5,50,0.0898992232304974,0.131522900326037
800,0.01,6,0.5,50,0.104709246090681,0.133846986109941
1000,0.01,6,0.5,50,0.096495696019916,0.131468354083478
1200,0.01,6,0.5,50,0.0896174236822465,0.131016208881351
1500,0.01,6,0.5,50,0.0817160731803586,0.129947173300623
800,0.001,8,0.5,50,5.42115417957184,5.4001020754285
1000,0.001,8,0.5,50,4.44268187159828,4.42294212802327
1200,0.001,8,0.5,50,3.64163753731397,3.62253520035509
1500,0.001,8,0.5,50,2.70414639342461,2.68607588915871
800,0.005,8,0.5,50,0.26260595058346,0.261800863355955
1000,0.005,8,0.5,50,0.149125072485837,0.159229178603633
1200,0.005,8,0.5,50,0.118775831163405,0.138344266866265
1500,0.005,8,0.5,50,0.10441224879655,0.133834363981956
800,0.008,8,0.5,50,0.113986939153096,0.136405471914125
1000,0.008,8,0.5,50,0.101802246745492,0.133642242924077
1200,0.008,8,0.5,50,0.093619806568849,0.131764250076318
1500,0.008,8,0.5,50,0.0848705538156444,0.131091667598356
800,0.01,8,0.5,50,0.101214673980027,0.132433510806536
1000,0.01,8,0.5,50,0.092257746122737,0.130934231425576
1200,0.01,8,0.5,50,0.0846748574485041,0.130216854537607
1500,0.01,8,0.5,50,0.0764324319037806,0.129414060032984
800,0.001,5,0.75,50,5.42103075033359,5.40048535887004
1000,0.001,5,0.75,50,4.44253069198142,4.42347741820296
1200,0.001,5,0.75,50,3.641490276951,3.6230450611746
1500,0.001,5,0.75,50,2.70400224021278,2.68661594998298
800,0.005,5,0.75,50,0.262176976757401,0.261123696529897
1000,0.005,5,0.75,50,0.150058303220863,0.159929453491903
1200,0.005,5,0.75,50,0.121036528378069,0.139816913939477
1500,0.005,5,0.75,50,0.108301985401401,0.134769001713339
800,0.008,5,0.75,50,0.115719027920831,0.137488022639013
1000,0.008,5,0.75,50,0.105775637825039,0.13450157800212
1200,0.008,5,0.75,50,0.0988185373828161,0.132507935863811
1500,0.008,5,0.75,50,0.0915256779355559,0.130965235524387
800,0.01,5,0.75,50,0.106254956337482,0.134292530793477
1000,0.01,5,0.75,50,0.0980065015769758,0.132536047710205
1200,0.01,5,0.75,50,0.0917062428629119,0.130926069620332
1500,0.01,5,0.75,50,0.0839721020271385,0.130081108898201
800,0.001,6,0.75,50,5.42103895181697,5.40044067721883
1000,0.001,6,0.75,50,4.44251399013427,4.42350870495871
1200,0.001,6,0.75,50,3.64148103862583,3.62304317357198
1500,0.001,6,0.75,50,2.70396359786286,2.68663568251028
800,0.005,6,0.75,50,0.261786627499902,0.260957506195411
1000,0.005,6,0.75,50,0.149297557860349,0.159029531373396
1200,0.005,6,0.75,50,0.119389965325994,0.1384013796123
1500,0.005,6,0.75,50,0.105870282242659,0.134083348686749
800,0.008,6,0.75,50,0.114369799140812,0.13686161189929
1000,0.008,6,0.75,50,0.103066348910763,0.133708006602797
1200,0.008,6,0.75,50,0.0960237089568592,0.132561882622003
1500,0.008,6,0.75,50,0.0872969729391688,0.130891750011555
800,0.01,6,0.75,50,0.102712512609463,0.133904668266642
1000,0.01,6,0.75,50,0.0942853135144368,0.132038067520671
1200,0.01,6,0.75,50,0.08744603826381,0.131039186192488
1500,0.01,6,0.75,50,0.0790442600932231,0.130388229473164
800,0.001,8,0.75,50,5.4210255652343,5.40045915807958
1000,0.001,8,0.75,50,4.44252151862428,4.42345257396015
1200,0.001,8,0.75,50,3.64146230362687,3.6231273803381
1500,0.001,8,0.75,50,2.70395521779469,2.68663179820934
800,0.005,8,0.75,50,0.261717642624116,0.260777180350771
1000,0.005,8,0.75,50,0.147671744489425,0.158857744574066
1200,0.005,8,0.75,50,0.117052313509196,0.138617149111911
1500,0.005,8,0.75,50,0.102062525511111,0.133252466370576
800,0.008,8,0.75,50,0.111524934013221,0.135474657775322
1000,0.008,8,0.75,50,0.0994494788758273,0.133265699703113
1200,0.008,8,0.75,50,0.0912958169490669,0.131656049473646
1500,0.008,8,0.75,50,0.082415565112865,0.131146569433611
800,0.01,8,0.75,50,0.0994313001476461,0.133112293920997
1000,0.01,8,0.75,50,0.0901655903029411,0.131726062658343
1200,0.01,8,0.75,50,0.0824781532784037,0.131197920352699
1500,0.01,8,0.75,50,0.0735482126382376,0.130170168651571
800,0.001,5,0.9,50,5.42099690289893,5.40060091192313
1000,0.001,5,0.9,50,4.44247304689771,4.42361051870132
1200,0.001,5,0.9,50,3.64139697643247,3.62325777157756
1500,0.001,5,0.9,50,2.70387231793226,2.68664712482891
800,0.005,5,0.9,50,0.261519811459105,0.260674590163253
1000,0.005,5,0.9,50,0.149233047160579,0.159755007988294
1200,0.005,5,0.9,50,0.120185049692264,0.139721430773369
1500,0.005,5,0.9,50,0.108039605004942,0.135585613093747
800,0.008,5,0.9,50,0.115354647583027,0.137659209570793
1000,0.008,5,0.9,50,0.105442968993684,0.134477580675757
1200,0.008,5,0.9,50,0.0984393205437997,0.132810136179958
1500,0.008,5,0.9,50,0.0909912503826326,0.13148279021277
800,0.01,5,0.9,50,0.105275828492545,0.134941572755143
1000,0.01,5,0.9,50,0.0975652714532024,0.132661154823104
1200,0.01,5,0.9,50,0.0915219583420363,0.131550005207709
1500,0.01,5,0.9,50,0.0839372050058596,0.130424119233753
800,0.001,6,0.9,50,5.42098885664341,5.40063034301493
1000,0.001,6,0.9,50,4.44246022344471,4.42362937290482
1200,0.001,6,0.9,50,3.64141528357384,3.62323174956837
1500,0.001,6,0.9,50,2.70391035371785,2.68654279460073
800,0.005,6,0.9,50,0.26160197503872,0.260481381765525
1000,0.005,6,0.9,50,0.14888502996373,0.159116213957778
1200,0.005,6,0.9,50,0.119122449341261,0.139062305715883
1500,0.005,6,0.9,50,0.105161841831142,0.134264090278223
800,0.008,6,0.9,50,0.113454967534871,0.136518129034109
1000,0.008,6,0.9,50,0.102349798377448,0.133516516276766
1200,0.008,6,0.9,50,0.0947802842704899,0.132327269568342
1500,0.008,6,0.9,50,0.0870048914335076,0.13126671442545
800,0.01,6,0.9,50,0.10230099098571,0.133913693203243
1000,0.01,6,0.9,50,0.093062688391383,0.13185504654941
1200,0.01,6,0.9,50,0.0868677941911459,0.131699003398535
1500,0.01,6,0.9,50,0.0786392177981702,0.131513552582894
800,0.001,8,0.9,50,5.42098957145436,5.40062314751443
1000,0.001,8,0.9,50,4.44246324798052,4.42361981890912
1200,0.001,8,0.9,50,3.64140820661539,3.62322650888026
1500,0.001,8,0.9,50,2.70390256866416,2.68662914013304
800,0.005,8,0.9,50,0.261293453410901,0.260493389597741
1000,0.005,8,0.9,50,0.147156987143865,0.158364336444724
1200,0.005,8,0.9,50,0.116505943890649,0.138018428473244
1500,0.005,8,0.9,50,0.101604680802199,0.133877513735222
800,0.008,8,0.9,50,0.111010950226991,0.135490177560299
1000,0.008,8,0.9,50,0.0985174378024567,0.132991982077537
1200,0.008,8,0.9,50,0.0909711146920107,0.131410883116477
1500,0.008,8,0.9,50,0.0817118566200702,0.131139092467411
800,0.01,8,0.9,50,0.098773361687918,0.133700400379106
1000,0.01,8,0.9,50,0.0891090000839172,0.131693950690967
1200,0.01,8,0.9,50,0.0820325951051769,0.131100719445036
1500,0.01,8,0.9,50,0.0732585524076444,0.130788069771028
800,0.001,5,1,50,5.42097010742784,5.4007178921146
1000,0.001,5,1,50,4.4424294141309,4.42371798070688
1200,0.001,5,1,50,3.64136652154236,3.62331039961804
1500,0.001,5,1,50,2.70383570929413,2.6865332686633
800,0.005,5,1,50,0.261445582688413,0.260686834142338
1000,0.005,5,1,50,0.148992416114695,0.159508799047485
1200,0.005,5,1,50,0.119887882627411,0.139768817461297
1500,0.005,5,1,50,0.107546180151091,0.135181088985083
800,0.008,5,1,50,0.115132178552305,0.137677050236788
1000,0.008,5,1,50,0.105129731119993,0.134397324905809
1200,0.008,5,1,50,0.0981921493701387,0.132563474823582
1500,0.008,5,1,50,0.0909144364180671,0.131139269069067
800,0.01,5,1,50,0.105145432862998,0.134720065456379
1000,0.01,5,1,50,0.0969923500213445,0.132099175083225
1200,0.01,5,1,50,0.09064627684344,0.130891917987431
1500,0.01,5,1,50,0.08321703734595,0.130285709871286
800,0.001,6,1,50,5.42097010742784,5.4007178921146
1000,0.001,6,1,50,4.4424294141309,4.42371798070688
1200,0.001,6,1,50,3.64136652154236,3.62331039961804
1500,0.001,6,1,50,2.70383570929413,2.6865332686633
800,0.005,6,1,50,0.261351453817568,0.260322051765786
1000,0.005,6,1,50,0.14836612734426,0.158597669212113
1200,0.005,6,1,50,0.118672063881749,0.138881026475735
1500,0.005,6,1,50,0.1047105527072,0.134124228977536
800,0.008,6,1,50,0.113540921136093,0.136594889211976
1000,0.008,6,1,50,0.101874284905525,0.133760189496139
1200,0.008,6,1,50,0.0949708518231136,0.132278156930799
1500,0.008,6,1,50,0.0868597909780812,0.131184609077794
800,0.01,6,1,50,0.10162852237393,0.133967975327867
1000,0.01,6,1,50,0.0930161171464113,0.132364369794362
1200,0.01,6,1,50,0.0864033055709225,0.131599759097671
1500,0.01,6,1,50,0.0779349594227571,0.131184328866339
800,0.001,8,1,50,5.42097010742784,5.4007178921146
1000,0.001,8,1,50,4.4424294141309,4.42371798070688
1200,0.001,8,1,50,3.64136652154236,3.62331039961804
1500,0.001,8,1,50,2.70383570929413,2.6865332686633
800,0.005,8,1,50,0.261073360017064,0.260346733969979
1000,0.005,8,1,50,0.147060886605332,0.158317230569102
1200,0.005,8,1,50,0.116331252770312,0.137976561385549
1500,0.005,8,1,50,0.101626461903926,0.133279572389298
800,0.008,8,1,50,0.111121002876847,0.135490077357767
1000,0.008,8,1,50,0.0985413188828007,0.132494263646997
1200,0.008,8,1,50,0.0904029642052192,0.131233861785222
1500,0.008,8,1,50,0.0814607232549017,0.130661762324426
800,0.01,8,1,50,0.0982167037318618,0.133267184381663
1000,0.01,8,1,50,0.0886826425571967,0.132025714287871
1200,0.01,8,1,50,0.0814285478061026,0.131279326516635
1500,0.01,8,1,50,0.0727899575009246,0.130858664517418
